,AC,Reserved,General,Female,Male
1755,2_S17A2P8_parsed.csv,98,257,169,186
1756,16_S17A16P33_parsed.csv,132,352,277,205
1757,24_S17A24P2_parsed.csv,170,537,356,350
1758,33_S17A33P14_parsed.csv,51,498,278,263
1759,39_S17A39P40_parsed.csv,38,93,68,63
1760,3_S17A3P45_parsed.csv,76,310,196,186
1761,50_S17A50P43_parsed.csv,78,155,113,113
1762,9_S17A9P26_parsed.csv,197,714,454,453
1763,14_S17A14P18_parsed.csv,153,449,330,270
1764,24_S17A24P4_parsed.csv,248,779,498,510
1765,34_S17A34P35_parsed.csv,19,147,86,80
1766,12_S17A12P34_parsed.csv,173,516,335,347
1767,59_S17A59P25_parsed.csv,106,397,259,240
1768,8_S17A8P5_parsed.csv,120,546,338,318
1769,12_S17A12P29_parsed.csv,54,191,133,111
1770,23_S17A23P4_parsed.csv,107,325,224,201
1771,34_S17A34P20_parsed.csv,14,96,64,44
1772,55_S17A55P3_parsed.csv,226,848,497,557
1773,11_S17A11P40_parsed.csv,59,266,162,157
1774,16_S17A16P23_parsed.csv,156,306,225,236
1775,7_S17A7P54_parsed.csv,106,388,246,245
1776,2_S17A2P33_parsed.csv,262,662,460,451
1777,30_S17A30P18_parsed.csv,27,141,80,87
1778,5_S17A5P43_parsed.csv,57,304,190,170
1779,5_S17A5P27_parsed.csv,234,350,294,279
1780,4_S17A4P100_parsed.csv,16,157,93,77
1781,60_S17A60P22_parsed.csv,71,207,147,129
1782,54_S17A54P21_parsed.csv,151,281,217,211
1783,58_S17A58P10_parsed.csv,286,327,304,309
1784,4_S17A4P64_parsed.csv,65,402,225,236
1785,4_S17A4P56_parsed.csv,112,365,254,222
1786,37_S17A37P12_parsed.csv,162,364,265,256
1787,34_S17A34P7_parsed.csv,40,336,189,187
1788,25_S17A25P16_parsed.csv,226,617,415,421
1789,16_S17A16P8_parsed.csv,69,355,208,204
1790,7_S17A7P62_parsed.csv,32,146,83,91
1791,7_S17A7P13_parsed.csv,184,588,413,357
1792,29_S17A29P9_parsed.csv,147,481,325,302
1793,36_S17A36P23_parsed.csv,22,245,137,130
1794,1_S17A1P34_parsed.csv,48,498,266,275
1795,31_S17A31P11_parsed.csv,22,200,112,110
1796,3_S17A3P14_parsed.csv,127,488,320,291
1797,24_S17A24P3_parsed.csv,327,953,663,591
1798,50_S17A50P54_parsed.csv,139,308,217,228
1799,44_S17A44P17_parsed.csv,212,606,326,484
1800,60_S17A60P64_parsed.csv,16,29,19,25
1801,53_S17A53P9_parsed.csv,166,416,283,294
1802,36_S17A36P4_parsed.csv,18,140,75,83
1803,28_S17A28P17_parsed.csv,34,81,50,64
1804,29_S17A29P1_parsed.csv,186,595,382,397
1805,18_S17A18P14_parsed.csv,33,234,128,135
1806,46_S17A46P26_parsed.csv,186,359,239,301
1807,36_S17A36P40_parsed.csv,47,344,178,211
1808,40_S17A40P4_parsed.csv,18,181,101,97
1809,19_S17A19P31_parsed.csv,129,592,359,350
1810,20_S17A20P3_parsed.csv,46,239,147,134
1811,18_S17A18P15_parsed.csv,116,719,420,405
1812,6_S17A6P7_parsed.csv,194,719,443,456
1813,2_S17A2P68_parsed.csv,55,187,114,127
