,AC,Reserved,General,Female,Male
513,36_S05A36P23_parsed.csv,57,401,233,215
514,9_S05A9P10_parsed.csv,50,416,232,230
515,36_S05A36P40_parsed.csv,29,817,395,442
516,25_S05A25P35_parsed.csv,73,793,433,423
517,40_S05A40P49_parsed.csv,1,242,104,133
518,40_S05A40P50_parsed.csv,14,516,254,263
519,6_S05A6P31_parsed.csv,83,655,367,363
520,37_S05A37P15_parsed.csv,44,404,240,204
521,22_S05A22P34_parsed.csv,77,734,403,405
522,17_S05A17P3_parsed.csv,60,643,356,346
523,39_S05A39P9_parsed.csv,43,642,343,328
524,25_S05A25P33_parsed.csv,64,682,363,367
525,23_S05A23P29_parsed.csv,67,654,334,386
526,24_S05A24P5_parsed.csv,42,267,129,172
527,36_S05A36P42_parsed.csv,109,620,349,373
528,17_S05A17P45_parsed.csv,64,394,226,228
529,2_S05A2P45_parsed.csv,53,482,246,283
530,26_S05A26P6_parsed.csv,54,594,318,326
531,32_S05A32P14_parsed.csv,107,728,415,414
532,33_S05A33P2_parsed.csv,67,479,284,260
533,14_S05A14P16_parsed.csv,92,399,210,276
534,1_S05A1P34_parsed.csv,62,621,356,319
535,33_S05A33P27_parsed.csv,79,1048,548,571
536,21_S05A21P37_parsed.csv,50,583,318,311
537,37_S05A37P28_parsed.csv,69,613,351,323
538,5_S05A5P1_parsed.csv,80,639,346,351
539,15_S05A15P19_parsed.csv,62,477,272,263
540,34_S05A34P38_parsed.csv,77,934,510,494
541,17_S05A17P16_parsed.csv,19,664,327,345
542,1_S05A1P46_parsed.csv,29,610,316,314
543,15_S05A15P27_parsed.csv,70,579,333,314
544,8_S05A8P3_parsed.csv,113,737,433,415
545,28_S05A28P15_parsed.csv,59,559,321,282
546,17_S05A17P39_parsed.csv,86,599,356,327
547,30_S05A30P38_parsed.csv,72,445,272,243
548,36_S05A36P30_parsed.csv,26,543,291,267
549,15_S05A15P17_parsed.csv,100,605,365,337
550,22_S05A22P32_parsed.csv,125,693,433,382
551,25_S05A25P12_parsed.csv,106,739,398,440
552,40_S05A40P57_parsed.csv,5,391,178,214
553,40_S05A40P23_parsed.csv,28,629,310,339
554,36_S05A36P8_parsed.csv,21,532,288,259
555,16_S05A16P22_parsed.csv,88,403,252,231
556,17_S05A17P41_parsed.csv,49,332,183,191
557,12_S05A12P33_parsed.csv,71,624,352,332
558,6_S05A6P42_parsed.csv,46,542,290,284
559,36_S05A36P7_parsed.csv,61,527,280,295
560,28_S05A28P37_parsed.csv,84,582,334,323
561,32_S05A32P35_parsed.csv,86,437,240,281
562,8_S05A8P7_parsed.csv,83,591,360,307
563,32_S05A32P8_parsed.csv,52,403,225,223
564,8_S05A8P23_parsed.csv,129,716,423,416
565,25_S05A25P21_parsed.csv,84,641,370,353
566,26_S05A26P23_parsed.csv,137,863,463,530
567,6_S05A6P35_parsed.csv,119,777,440,449
568,9_S05A9P24_parsed.csv,55,373,212,212
569,2_S05A2P44_parsed.csv,22,532,263,282
570,31_S05A31P35_parsed.csv,47,463,281,228
571,11_S05A11P26_parsed.csv,101,740,417,407
572,11_S05A11P10_parsed.csv,51,526,310,258
573,35_S05A35P24_parsed.csv,56,619,369,300
574,15_S05A15P20_parsed.csv,87,629,369,347
575,18_S05A18P24_parsed.csv,69,478,295,244
576,12_S05A12P40_parsed.csv,65,660,386,331
577,32_S05A32P7_parsed.csv,61,345,219,184
578,4_S05A4P17_parsed.csv,114,522,313,317
579,17_S05A17P35_parsed.csv,60,252,161,151
580,14_S05A14P26_parsed.csv,80,612,384,289
581,6_S05A6P15_parsed.csv,42,519,288,267
582,28_S05A28P39_parsed.csv,96,583,360,312
583,2_S05A2P27_parsed.csv,24,568,297,294
584,25_S05A25P37_parsed.csv,129,1138,592,650
585,38_S05A38P17_parsed.csv,32,635,340,320
586,35_S05A35P26_parsed.csv,136,766,474,418
587,15_S05A15P4_parsed.csv,95,565,323,331
588,18_S05A18P39_parsed.csv,41,519,287,263
589,1_S05A1P10_parsed.csv,55,549,302,291
590,37_S05A37P43_parsed.csv,52,450,243,252
591,32_S05A32P15_parsed.csv,93,619,401,307
592,25_S05A25P9_parsed.csv,90,895,477,501
593,29_S05A29P26_parsed.csv,87,744,430,394
594,6_S05A6P6_parsed.csv,77,573,339,297
595,10_S05A10P26_parsed.csv,102,547,311,334
596,18_S05A18P12_parsed.csv,77,688,395,351
597,17_S05A17P15_parsed.csv,14,465,233,233
598,23_S05A23P26_parsed.csv,58,476,283,251
599,3_S05A3P3_parsed.csv,55,514,271,287
600,32_S05A32P39_parsed.csv,109,658,411,352
601,35_S05A35P15_parsed.csv,104,620,375,338
602,35_S05A35P12_parsed.csv,71,642,389,319
