,AC,Reserved,General,Female,Male
11988,AC2_U05A2P66_parsed.csv,128,1033,503,657
11989,AC39_U05A39P119_parsed.csv,86,1195,620,657
11990,AC37_U05A37P55_parsed.csv,89,686,357,413
11991,AC62_U05A62P141_parsed.csv,102,672,357,414
11992,AC2_U05A2P127_parsed.csv,148,876,462,558
11993,AC5_U05A5P63_parsed.csv,177,746,379,543
11994,AC35_U05A35P30_parsed.csv,147,800,390,552
11995,AC35_U05A35P144_parsed.csv,140,718,394,459
11996,AC56_U05A56P145_parsed.csv,151,1130,568,710
11997,AC37_U05A37P37_parsed.csv,120,980,468,629
11998,AC40_U05A40P36_parsed.csv,103,634,337,399
11999,AC3_U05A3P16_parsed.csv,81,1071,544,602
12000,AC37_U05A37P220_parsed.csv,79,612,320,367
12001,AC21_U05A21P112_parsed.csv,65,359,174,235
12002,AC30_U05A30P12_parsed.csv,104,539,311,326
12003,AC55_U05A55P61_parsed.csv,118,677,360,432
12004,AC22_U05A22P30_parsed.csv,99,599,284,406
12005,AC58_U05A58P30_parsed.csv,66,650,317,396
12006,AC5_U05A5P129_parsed.csv,144,1151,558,728
12007,AC10_U05A10P153_parsed.csv,134,802,437,494
12008,AC53_U05A53P111_parsed.csv,166,943,461,640
12009,AC61_U05A61P135_parsed.csv,132,885,456,557
12010,AC60_U05A60P45_parsed.csv,87,940,492,529
12011,AC21_U05A21P76_parsed.csv,75,834,461,446
12012,AC3_U05A3P42_parsed.csv,268,1130,553,835
12013,AC70_U05A70P140_parsed.csv,127,905,457,574
12014,AC53_U05A53P10_parsed.csv,182,1117,584,681
12015,AC11_U05A11P38_parsed.csv,192,1177,639,721
12016,AC68_U05A68P41_parsed.csv,159,1130,619,669
12017,AC63_U05A63P105_parsed.csv,199,1083,601,668
12018,AC58_U05A58P1_parsed.csv,145,1256,661,725
12019,AC42_U05A42P146_parsed.csv,143,656,222,577
12020,AC18_U05A18P67_parsed.csv,267,1039,472,834
12021,AC4_U05A4P53_parsed.csv,160,1147,597,698
12022,AC56_U05A56P68_parsed.csv,206,1203,659,742
12023,AC2_U05A2P145_parsed.csv,165,1162,568,746
12024,AC52_U05A52P14_parsed.csv,226,1076,545,752
12025,AC13_U05A13P37_parsed.csv,50,691,341,392
12026,AC35_U05A35P165_parsed.csv,194,892,507,574
12027,AC9_U05A9P249_parsed.csv,173,817,434,548
12028,AC67_U05A67P186_parsed.csv,68,744,398,409
12029,AC62_U05A62P15_parsed.csv,103,1024,537,585
12030,AC60_U05A60P147_parsed.csv,194,1175,658,699
12031,AC33_U05A33P167_parsed.csv,173,1229,616,760
12032,AC4_U05A4P120_parsed.csv,211,1102,551,756
12033,AC50_U05A50P116_parsed.csv,137,992,577,546
12034,AC6_U05A6P84_parsed.csv,140,836,403,569
12035,AC43_U05A43P23_parsed.csv,103,746,415,431
12036,AC2_U05A2P148_parsed.csv,190,1189,603,767
12037,AC60_U05A60P15_parsed.csv,180,1134,596,714
12038,AC66_U05A66P192_parsed.csv,169,952,516,598
12039,AC69_U05A69P67_parsed.csv,156,842,470,526
12040,AC40_U05A40P4_parsed.csv,112,914,463,553
12041,AC15_U05A15P60_parsed.csv,29,615,316,325
12042,AC32_U05A32P78_parsed.csv,108,771,388,483
12043,AC60_U05A60P187_parsed.csv,96,888,485,494
12044,AC24_U05A24P169_parsed.csv,88,765,393,454
12045,AC8_U05A8P174_parsed.csv,93,637,350,380
12046,AC34_U05A34P221_parsed.csv,83,620,317,377
12047,AC16_U05A16P100_parsed.csv,162,519,304,375
12048,AC57_U05A57P93_parsed.csv,102,928,451,575
12049,AC36_U05A36P29_parsed.csv,183,865,495,545
12050,AC53_U05A53P116_parsed.csv,218,1162,547,826
12051,AC10_U05A10P98_parsed.csv,180,1104,611,669
12052,AC33_U05A33P10_parsed.csv,151,948,467,620
12053,AC31_U05A31P136_parsed.csv,201,1140,581,755
12054,AC66_U05A66P39_parsed.csv,73,800,413,455
12055,AC35_U05A35P190_parsed.csv,114,586,338,361
12056,AC37_U05A37P61_parsed.csv,172,917,452,635
12057,AC51_U05A51P127_parsed.csv,208,1042,512,735
12058,AC38_U05A38P114_parsed.csv,203,1240,636,794
